BAN_hashed,IMSI_hashed,BRAND,DEVICE_MANUFACTURER_TXT,MUNICIPALITY_NM,PROVINCE_STATE_CD,TENURE_DAY_QTY_SCALED,PRICE_PLAN,PROD_TV,PROD_INTERNET,SEGMENT_NM,LOCALITY_NM,LIFESTAGE,THREE_MONTH_AVG_WLN_BILLING_SCALED,THREE_MONTH_AVG_WLS_BILLING_SCALED
6252870,906660064496637,T,Apple,BOW ISLAND,AB,0.502,Loyalty Voice 35,0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.039453731,0.12142566
1120911,906660062978586,T,Samsung,HINES CREEK,AB,0.183642857,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.006892986,0.136774347
77159652,906661634305638,T,Apple,TERRACE,BC,0.251428571,"Peace of Mind - Unlimited nationwide talk, text, and endless data (15GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.005783216,0.066357553
55945827,906661633349022,T,Apple,REVELSTOKE,BC,0.206928571,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",1,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.04041243,0.140030232
69878460,906660916146675,K,LG,HUGHENDEN,AB,0.4355,$50 4GB UL min Plan SFD,0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.005284623,0.117653453
53591172,906661629471792,T,Samsung,ROSSLAND,BC,0.3615,"PROMO - Peace of Mind-Unlimited nationwide talk, text, and endless data (30GB High Speed)",1,0,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.017266931,0.049266279
77074938,906660042342717,T,Apple,VAN ANDA,BC,0.5275,"Peace of Mind - Unlimited nationwide talk, text, and endless data (10GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.01470274,0.16465403
2766303,906660061070634,T,Apple,JASPER,AB,0.552142857,"Simple Share 10 - Unlimited CAN/US talk, text, and 10GB of shareable data",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.007114711,0.076362988
55484046,906660033165579,T,Apple,PORT MCNEIL,BC,0.310571429,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",1,0,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.029648458,0.079088964
112990197,906660123842562,T,Apple,WINLAW,BC,0.026071429,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.014873341,0.07052889
55137906,906660088993206,T,Samsung,BARRHEAD,AB,0.368857143,L&R ULNW 6GB shareable data,1,0,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.012282727,0.033124427
2207496,906661637343165,T,APPLE,RAYMOND,AB,0.053142857,L&R 6GB Non-share Unlimited nationwide talk and text,0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.006627606,0.092306125
10691787,906660034093956,T,Apple,CANOE,BC,0.311285714,"Peace of Mind - Unlimited nationwide talk, text, and endless data (10GB High Speed)",1,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.037154345,0.145995109
41066646,906661632719352,T,Apple,PORT HARDY,BC,0.048428571,Voice 35-Unlimited Nationwide,1,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.038754667,0.14782941
74030877,906660046056630,T,Apple,MOUNT CURRIE,BC,0.536642857,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.026074444,0.155450253
4576929,906660034746033,T,Apple,GRAND FORKS,BC,0.515928571,"Unlimited 30 - Unlimited nationwide talk, text, and endless data (30GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.007851111,0.109149428
101469564,906660100492467,T,Apple,WARNER,AB,0.101,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.024987076,0.064246408
85807830,906660102762336,T,LG,CRAWFORD BAY,BC,0.1805,L&R Voice 40 - Unlimited nationwide talk and nationwide text,1,0,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.027826986,0.01916845
71970039,906660119743824,T,Apple,EDSON,AB,0.089285714,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",1,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.045142168,0.173937634
957324,906660102892629,T,Apple,BOW ISLAND,AB,0.086071429,"PROMO - Peace of Mind-Unlimited nationwide talk, text, and endless data (30GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.009305532,0.151747682
395019,906660038142699,T,Apple,ETZIKOM,AB,0.374571429,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.011201103,0.04803492
78374133,906660916403814,K,APPLE,QUEEN CHARLOT,BC,0.199714286,$50 5GB Unltd min Plan SFD,1,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.031256247,0.128737389
5175153,906660087524910,T,Motorola,GOLDEN,BC,0.326785714,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.023015682,0.046560685
48838077,906660122750433,T,Apple,CARMANGAY,AB,0.3775,L&R 6GB Non-share Unlimited nationwide talk and text,0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.018185421,0.065199226
86745084,906660124379769,T,Apple,HIGH LEVEL,AB,0.006714286,Voice 25 - Unlimited Nationwide,0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.007352519,0.113877849
112838583,906660952652778,K,Motorola,KIMBERLEY,BC,0.1645,$25 UL Can mins,1,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.028103854,0.050078128
63490713,906660106627599,T,Apple,POUCE COUPE,BC,0.287142857,"Unlimited 20 - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.02317422,0.231203506
80068128,906660915853497,K,Apple,WHALETOWN,BC,0.367714286,$35 1GB UL min Plan SFD,0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.010263657,0.016315092
1139337,906660033555687,T,Apple,VEGREVILLE,AB,0.4315,L&R 6GB ULNW,1,0,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.032483198,0.109854275
78345723,906661631223501,T,Apple,OYEN,AB,0.397142857,"Unlimited 30 - Unlimited nationwide talk, text, and endless data (30GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.012724453,0.058537994
100453992,906661637598555,T,Samsung,MOBERLY LAKE,BC,0.106357143,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.004907806,0.076573593
1862853,906660068861568,T,Apple,LA CRETE,AB,0.602071429,"Unlimited 20 - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.008952266,0.139622609
95928156,906661635953130,T,Apple,PRESPATOU,BC,0.545357143,"PROMO - Peace of Mind Connect Plus - UL nationwide talk, text, and endless data (35GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.005080131,0.27261286
84604098,906660061112856,T,Samsung,CHETWYND,BC,0.187214286,TELUS Prepaid,0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.04641737,
373677,906660096714567,T,Alcatel / TCL,BEAVERLODGE,AB,0.123642857,Peace of Mind Access - Tablet,0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.005172612,0.100596148
61548510,906661631316894,T,Apple,ENDERBY,BC,0.057571429,"PROMO - Simple Share 5 - Unlimited nationwide talk, text, and 5GB of shareable data",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.020603136,0.190696015
1862853,906660068861568,T,Apple,LA CRETE,AB,0.602071429,"Unlimited 20 - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.008952266,0.139622609
54102327,906660121128666,T,Apple,PRESPATOU,BC,0.3745,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.005941754,0.122242603
11307747,906660087584916,T,Samsung,FOREMOST,AB,0.465928571,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.021625596,0.087513163
95892753,906660948977910,K,Apple,MCBRIDE,BC,0.132857143,$50 10GB UL Can mins SFD,0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.015033603,0.025143517
102181662,906660948394230,K,Samsung,NANAIMO,BC,0.292285714,$55 8GB UL min Plan SFD,1,0,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.024404044,0.051521791
110149731,906660121857852,T,Apple,GOLD RIVER,BC,0.0475,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.007851111,0.095393865
6591642,906660063124314,T,Apple,FOREMOST,AB,0.148142857,"PROMO - Peace of Mind Connect Plus - UL nationwide talk, text, and endless data (35GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.00708599,0.272057475
108140760,906661629836319,T,Huawei,BEAVERLODGE,AB,0.059571429,Wireless Internet 500 - GF,0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.003963467,0.077101804
62485632,906660098431113,T,Apple,COOMBS,BC,0.512714286,"Unlimited 30 - Unlimited nationwide talk, text, and endless data (30GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.024197254,0.152605387
61383576,906661637730561,T,ZTE,MONTE LAKE,BC,0.151428571,Wireless Internet 500 - GF,0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.006703429,0.1282941
105651198,906660114070620,K,Apple,PRINCETON,BC,0.1565,$45 2GB 500 min Plan SFD,1,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.043075421,0.069577771
82357698,906660114140058,K,Apple,MOSSLEIGH,AB,0.509142857,$45 2GB Unltd min Plan QC SFD,0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.007588029,0.020834607
12521523,906661629801660,T,Apple,PEMBERTON,BC,0.0675,"PROMO - Peace of Mind-Unlimited nationwide talk, text, and endless data (30GB High Speed)",1,0,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.032687116,0.202870342
96195114,906660060259338,T,Apple,FALLAS,AB,0.353714286,"PROMO - Simple Share 5 - Unlimited nationwide talk, text, and 5GB of shareable data",1,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.014733758,0.066656476
12613113,906660068797944,T,Samsung,SOINTULA,BC,0.441214286,SharePlus 65 - Nationwide Talk,0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.01147912,0.103840144
28804119,906661637897526,T,Apple,ARRAS,BC,0.167928571,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",1,0,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.022951921,0.076510751
67271763,906660121983558,T,Apple,SPIRIT RIVER,AB,0.270785714,YourChoice L&R BYOD 40 - Unlimited local talk and nationwide text,0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.01735654,0.030913074
77807958,906660954864402,T,Apple,SEXSMITH,AB,0.223928571,"PROMO - Peace of Mind-Unlimited nationwide talk, text, and endless data (30GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.002929519,0.194965862
47797905,906660916142943,K,LG,PORT MCNEILL,BC,0.347214286,$49 1GB Unltd min Plan,1,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.040822563,0.069387547
28191753,906660045685986,T,Apple,SMITHERS,BC,0.344714286,"Peace of Mind - Unlimited nationwide talk, text, and endless data (15GB High Speed)",1,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.048060199,0.041995312
974550,906661633310703,T,ZTE,RAYMOND,AB,0.039785714,Wireless Internet 1TB - GF,0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.004200701,0.1263494
52854867,906661635066639,T,Apple,CHIPMAN,AB,0.39,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.008788558,0.212644791
93298884,906660928467855,K,Apple,WANHAM,AB,0.336214286,$70 12GB UL Can mins SFD,1,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.032757769,0.042326506
52932306,906660070552428,T,Apple,GALAHAD,AB,0.322571429,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.010511804,0.158514216
85379532,906660106826757,T,Samsung,JAFFRAY,BC,0.106571429,"PROMO - Simple Share 5 - Unlimited nationwide talk, text, and 5GB of shareable data",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.006989488,0.075953667
47598489,906660060681279,T,Apple,REVELSTOKE,BC,0.144142857,Peace of Mind Access - Tablet,1,0,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.034358091,0.290942287
12954435,906660070460163,T,Apple,FOX CREEK,AB,0.452571429,"Peace of Mind - Unlimited Canada-US talk, text, and endless data (10GB High Speed)",1,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.034464932,0.103852033
40583211,906661635171657,T,APPLE,PEMBERTON,BC,0.3865,"Peace of Mind - Unlimited nationwide talk, text, and endless data (10GB High Speed)",1,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.039111954,0.072465097
83366676,906661634309421,T,Samsung,MONTNEY,BC,0.019571429,Voice 25 - Unlimited Nationwide (AB/BC only),0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.007589752,0.045750535
93225501,906660121874073,T,Apple,CECIL LAKE,BC,0.653,"Peace of Mind - Unlimited nationwide talk, text, and endless data (10GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.006975702,0.125034818
1621614,906660098394621,T,Samsung,HINES CREEK,AB,0.6165,YourChoice Standard 50 - Unlimited nationwide talk and text,0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.026357057,0.082248038
95200083,906660045707037,T,Apple,SMITHERS,BC,0.290142857,"Peace of Mind - Unlimited nationwide talk, text, and endless data (10GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.024351198,0.044998132
96260538,906660087306945,T,ZTE,PRESPATOU,BC,0.130428571,Wireless Internet 250 - LT,0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.007842495,0.134321818
61960647,906660099356847,T,Apple,GARIBALDI HIGHLANDS,BC,0.574357143,"Peace of Mind - Unlimited nationwide talk, text, and endless data (10GB High Speed)",1,0,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.037304842,0.039141955
85792488,906660059695215,T,Apple,GRANISLE,BC,0.1635,L&R ULNW 6GB shareable data,0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.011495204,0.103342505
6506967,906661632960159,T,ZTE,SEXSMITH,AB,0.112357143,Wireless Internet 1TB - GF,0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.008412315,0.194065695
38856963,906660063221589,T,Apple,PRINCETON,BC,0.580357143,"Unlimited 20 CAN-US - Unlimited Canada-US talk, text, and endless data (20GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.011305072,0.077925541
100258764,906661633337745,T,Apple,HYTHE,AB,0.041214286,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.007065311,0.313254526
1190448,906660030591906,T,Apple,WESTLOCK,AB,0.650857143,"PROMO - Peace of Mind-Unlimited nationwide talk, text, and endless data (30GB High Speed)",1,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.035602849,0.084943442
59737068,906660108748353,T,Apple,TIMMINS,ON,0.290214286,"PROMO - Peace of Mind-Unlimited nationwide talk, text, and endless data (30GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.017232466,0.092346887
85356192,906660114546696,K,Samsung,MCBRIDE,BC,0.202642857,$55 11GB Unltd min Plan SFD,1,0,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.03092883,0.09411495
12995652,906660037147791,T,Apple,MCLENNAN,AB,0.452357143,"Peace of Mind - Unlimited nationwide talk, text, and endless data (10GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.039338273,0.038260471
36759621,906660104478177,T,Huawei,SEVEN PERSONS,AB,0.082142857,Wireless Internet 1TB - GL,0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.02435407,0.135303509
81690888,906660033032763,T,Apple,BAWLF,AB,0.203857143,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.007926934,0.072261286
60689832,906661631796459,T,Apple,ROBSON,BC,0.110857143,L&R ULNW 6GB shareable data,1,0,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.040981102,0.136249533
61111821,906660069170199,T,Samsung,UCLUELET,BC,0.655357143,ULNW 10GB Share BYOD,0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.023360331,0.076235606
38021334,906660039077082,T,Apple,BONANZA,AB,0.765857143,Voice 45 - Unlimited nationwide talk and text,1,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.026120972,0.028951391
104867346,906660120178842,T,SAMSUNG,EDBERG,AB,0.153571429,YourChoice BYOD 45 - Unlimited nationwide talk and text,1,0,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.02575909,0.099035293
58363593,906660057755097,T,Apple,ROSSLAND,BC,0.296428571,"PROMO - Peace of Mind-Unlimited nationwide talk, text, and endless data (30GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.021821472,0.106739359
2762037,906660123608751,T,Apple,MALAKWA,BC,0.025571429,"PROMO - Peace of Mind-Unlimited nationwide talk, text, and endless data (30GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.026554656,0.15904922
70203894,906660108729624,T,Samsung,HINTON,AB,0.074642857,"PROMO - Peace of Mind Connect - Unlimited nationwide talk, text, and endless data (30GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.010606583,0.087801895
112274940,906660122702508,T,LG,CRESTON,BC,0.031142857,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",1,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.03094836,0.041837359
41796906,906660042436350,T,Apple,MCLENNAN,AB,0.525857143,Promo Unlimited nationwide talk and text 10GB non-share BYOD,0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.024642426,0.037103842
100063221,906660101462157,T,ZTE,HINTON,AB,0.098714286,Wireless Internet 250 - GL,0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.009824803,0.115774992
112789365,906660092108178,T,Samsung,FALHER,AB,0.372428571,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.020892642,0.057816162
65855859,906660900694182,K,Samsung,GARIBALDI HIGHLANDS,BC,0.277,$55 4GB Unltd min Plan SFD,0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.004126601,0.061046571
2042343,906660123956259,T,ZTE,MADEIRA PARK,BC,0.591214286,Small Talk $15/50 PCS,1,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.03726291,0.006613676
2450694,906660086943813,T,Apple,VAUXHALL,AB,0.127428571,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",1,0,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.024035844,0.159059411
89477625,906660103005657,T,Apple,FALHER,AB,0.363428571,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",1,0,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.02575909,0.070197697
8020749,906660108710394,T,Apple,KITIMAT,BC,0.490428571,"Peace of Mind - Unlimited nationwide talk, text, and endless data (10GB High Speed)",1,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.028070538,0.07453548
52033056,906660107849256,T,Apple,COOMBS,BC,0.326642857,"Peace of Mind - Unlimited nationwide talk, text, and endless data (15GB High Speed)",1,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.020896663,0.202124732
12719292,906661635012999,T,Apple,HIGH LEVEL,AB,0.397214286,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.026021024,0.166223377
99008520,906660064025868,T,Samsung,HERIOT BAY,BC,0.558428571,4GB Premium 80 - non-share 500 nationwide minutes and unlimited text,1,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.025288069,0.047702028
65886750,906660098534778,T,Apple,CARDSTON,AB,0.456,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.008607617,0.098180984
105975681,906660107922591,T,Huawei,BRIDGE LAKE,BC,0.074428571,Wireless Internet 250 - GF,0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.005093917,0.086660552
5557509,906661632481140,T,Apple,LOUGHEED,AB,0.047357143,Voice 35-Unlimited Nationwide,0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.01059969,0.117339244
81562953,906660097495683,T,ALCATEL,WONOWON,BC,0.278428571,"Peace of Mind - Unlimited nationwide talk, text, and endless data (10GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.004620599,0.18611196
69025359,906661636259598,T,Samsung,CHETWYND,BC,0.264,"PROMO - Peace of Mind-Unlimited nationwide talk, text, and endless data (30GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.017500718,0.048709195
65722944,906660106733871,T,Apple,CYPRESS COUNTY,AB,0.559857143,"Peace of Mind - Unlimited nationwide talk, text, and endless data (10GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.00516974,0.032135942
36472233,906660063889116,T,Apple,BAWLF,AB,0.285571429,"Unlimited 30 - Unlimited nationwide talk, text, and endless data (30GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.009822506,0.115537213
96320979,906660934932888,K,Samsung,CROOKED CREEK,AB,0.096642857,$55 16GB UL min Plan SFD,0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.007582285,0.025479806
100063221,906660101462157,T,ZTE,HINTON,AB,0.098714286,Wireless Internet 250 - GL,0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.009824803,0.115774992
48046248,906660021698862,T,Apple,LA CRETE,AB,0.401714286,"PROMO - Peace of Mind-Unlimited nationwide talk, text, and endless data (30GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.021017864,0.039794151
2833689,906660057382365,T,Apple,HILLCREST MINES,AB,0.520071429,L&R ULNW 6GB shareable data,0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.008788558,0.064236217
88250073,906660063896322,T,Samsung,FALKLAND,BC,0.269357143,"Simple Share 10 - Unlimited nationwide talk, text, and 10GB of shareable data",1,0,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.035236946,0.091489181
39204309,906660034708605,T,Apple,MACKENZIE,BC,0.395071429,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.010249871,0.108310405
3927897,906660033781194,T,Apple,SMITHERS,BC,0.520428571,"YourChoice BYOD 60 - Canada-US talk, text and data",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.007463381,0.076235606
64506228,906660063563598,T,Apple,OYEN,AB,0.240428571,YourChoice Premium AAL 50 - 300 local minutes and unlimited nationwide text,0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.025848699,0.163572132
13889985,906660034661997,T,Apple,SEXSMITH,AB,0.4465,"Unlimited 50 - Unlimited nationwide talk, text, and endless data (50GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.003963467,0.063726689
2791029,906660954821169,T,ZTE,CLEARDALE,AB,0.007428571,Wireless Internet 100 - GF,0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.002345913,0.16979517
61409340,906660047435478,T,Apple,FALKLAND,BC,0.233,"Peace of Mind Connect - Unlimited nationwide talk, text, and endless data (10GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.022650353,0.161647814
2089935,906660121166646,T,Samsung,IRVINE,AB,0.417642857,Voice&Msg 30-200Local&Ultd Msg,0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.017778735,0.080369578
12740508,906660096641802,T,ZTE,CACHE CREEK,BC,0.127428571,Wireless Internet 500 - GL,0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.006114079,0.178992153
36040272,906660038153355,T,Apple,HOUSTON,BC,0.366428571,"Peace of Mind - Unlimited nationwide talk, text, and endless data (10GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.003627434,0.204035463
11766633,906661636161111,T,Apple,TUMBLER RIDGE,BC,0.067714286,"PROMO - Peace of Mind-Unlimited nationwide talk, text, and endless data (30GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.03854558,0.107085839
105933300,906660928273791,K,APPLE,PORT MCNEILL,BC,0.066714286,$50 6GB Unltd min Plan SFD,1,0,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.021548624,0.148452733
1562133,906660104810781,T,Samsung,HIGH LEVEL,AB,0.396714286,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.007183066,0.204307212
70444962,906660105143844,T,Huawei,DICKSONVILLE,AB,0.083642857,Wireless Internet 100 - GL,0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.009477856,0.240264615
36482394,906660056942127,T,Apple,BARRIERE,BC,0.2675,YourChoice Standard 65 - Unlimited nationwide talk and text,0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.017718996,0.073382248
36357093,906660057769422,T,Alcatel / TCL,CRESCENT VALLEY,BC,0.440714286,"Peace of Mind - Unlimited nationwide talk, text, and endless data (10GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.023846286,0.048980944
7977297,906660107733759,T,Samsung,CLEARDALE,AB,0.423714286,Voice 45 - Unlimited nationwide talk and text,0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.008857488,0.059818608
42095262,906660033502551,T,Apple,WESTLOCK,AB,0.259071429,"Peace of Mind - Unlimited nationwide talk, text, and endless data (20GB High Speed)",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.008974094,0.250236081
105521556,906660107733258,T,Samsung,WELLING,AB,0.076571429,"YourChoice Premium+ 100 - Canada-US talk, text and data",0,1,Country & Western,Lower-Middle Rural,Mature Singles & Couples,0.021616405,0.184202928
